Region,Date,Vegetation_index_mean,Vegetation_index_max,Vegetation_index_min,Vegetation_index_std,Vegetation_index_variance
NSW,1/1/2005,0.349202013,0.997199953,-0.199999988,0.204861658,0.041968299
NSW,2/1/2005,0.35740272,0.977199972,-0.199999988,0.208672808,0.043544341
NSW,3/1/2005,0.354086901,0.974999964,-0.199999988,0.209450457,0.043869494
NSW,4/1/2005,0.347242212,0.990399957,-0.199999988,0.207306677,0.042976058
NSW,5/1/2005,0.345525727,0.997199953,-0.199999988,0.202858051,0.041151389
NSW,6/1/2005,0.399652424,0.960199952,-0.199999988,0.188569978,0.035558637
NSW,7/1/2005,0.451143018,0.955499947,-0.199999988,0.174266677,0.030368875
NSW,8/1/2005,0.498218123,0.978199959,-0.199999988,0.181103059,0.032798318
NSW,9/1/2005,0.505553223,0.980499983,-0.199999988,0.204202021,0.041698465
NSW,10/1/2005,0.439442725,0.981399953,-0.199999988,0.214670716,0.046083517
NSW,11/1/2005,0.393166262,0.99149996,-0.199999988,0.20618776,0.042513392
NSW,12/1/2005,0.358580378,0.966099977,-0.199999988,0.192283881,0.036973091
NSW,1/1/2006,0.359218254,0.992999971,-0.199999988,0.206632811,0.042697118
NSW,2/1/2006,0.358147686,0.97329998,-0.199999988,0.205099252,0.042065703
NSW,3/1/2006,0.363126396,0.973999977,-0.199999988,0.207308856,0.042976962
NSW,4/1/2006,0.36618038,0.98269999,-0.199999988,0.203730693,0.041506195
NSW,5/1/2006,0.362763503,0.985699952,-0.199999988,0.201277621,0.040512681
NSW,6/1/2006,0.387080326,0.986699998,-0.199999988,0.193259918,0.037349396
NSW,7/1/2006,0.444227353,0.974599957,-0.199999988,0.177458841,0.03149164
NSW,8/1/2006,0.447574744,0.979999959,-0.199999988,0.180443728,0.032559939
NSW,9/1/2006,0.390498782,0.974999964,-0.199999988,0.183938364,0.033833322
NSW,10/1/2006,0.331553543,0.992199957,-0.199999988,0.179786505,0.032323187
NSW,11/1/2006,0.316723031,0.989899993,-0.199999988,0.181054716,0.03278081
NSW,12/1/2006,0.309377259,0.979999959,-0.199999988,0.180071633,0.032425793
NSW,1/1/2007,0.30968594,0.986799955,-0.199999988,0.179098249,0.032076183
NSW,2/1/2007,0.32129933,0.97179997,-0.199999988,0.185191393,0.034295852
NSW,3/1/2007,0.363577951,0.976399958,-0.199999988,0.214540623,0.046027679
NSW,4/1/2007,0.361579566,0.98089999,-0.199999988,0.208313068,0.043394334
NSW,5/1/2007,0.434657675,0.979999959,-0.199999988,0.193038653,0.037263921
NSW,6/1/2007,0.487715006,0.968699992,-0.199999988,0.185326156,0.034345784
NSW,7/1/2007,0.491834618,0.973549962,-0.199999988,0.185913203,0.034563719
NSW,8/1/2007,0.467584916,0.979699969,-0.199999988,0.206939038,0.042823765
NSW,9/1/2007,0.397514088,0.95449996,-0.199999988,0.199675839,0.039870441
NSW,10/1/2007,0.344548323,0.95449996,-0.199999988,0.188172277,0.035408806
NSW,11/1/2007,0.339336839,0.99939996,-0.199999988,0.202490149,0.04100226
NSW,12/1/2007,0.374419783,0.982899964,-0.199999988,0.206996619,0.0428476
NSW,1/1/2008,0.397123669,0.997500002,-0.199999988,0.212198625,0.045028257
NSW,2/1/2008,0.411934679,0.966099977,-0.199999988,0.214101716,0.045839545
NSW,3/1/2008,0.382396232,0.975099981,-0.199999988,0.208468829,0.043459253
NSW,4/1/2008,0.37216764,0.977499962,-0.199999988,0.207733435,0.04315318
NSW,5/1/2008,0.376230218,0.969599962,-0.199999988,0.205264387,0.042133469
NSW,6/1/2008,0.40901694,0.986899972,-0.199999988,0.200824662,0.040330545
NSW,7/1/2008,0.418643882,0.969599962,-0.199999988,0.196487999,0.038607534
NSW,8/1/2008,0.41457621,0.985099971,-0.199999988,0.202581269,0.04103917
NSW,9/1/2008,0.411677411,0.976699948,-0.199999988,0.209861464,0.044041834
NSW,10/1/2008,0.360082019,0.966600001,-0.199999988,0.202157598,0.040867694
NSW,11/1/2008,0.349936231,0.997599959,-0.199999988,0.205124467,0.042076047
NSW,12/1/2008,0.356946658,0.944966674,-0.199999988,0.202831549,0.041140637
NSW,1/1/2009,0.331997751,1.051999927,-0.257200003,0.195517992,0.038227285
NSW,2/1/2009,0.340742836,0.972899973,-0.215199992,0.200091823,0.040036738
NSW,3/1/2009,0.362675768,1.019899964,-0.254000008,0.208690711,0.043551813
NSW,4/1/2009,0.374520704,0.970099986,-0.218649998,0.211049236,0.04454178
NSW,5/1/2009,0.398389494,0.97329998,-0.284700006,0.212756909,0.045265502
NSW,6/1/2009,0.445159305,0.995899975,-0.222199991,0.202705682,0.041089594
NSW,7/1/2009,0.475210666,0.967199981,-0.257999986,0.202365271,0.040951703
NSW,8/1/2009,0.45326355,1.012899995,-0.231999993,0.210060574,0.044125445
NSW,9/1/2009,0.389030681,1.004699945,-0.272199988,0.198573855,0.039431576
NSW,10/1/2009,0.339985519,0.970299959,-0.245249987,0.192223251,0.036949778
NSW,11/1/2009,0.314231173,0.970099986,-0.221499994,0.183808002,0.033785382
NSW,12/1/2009,0.334200678,0.967199981,-0.222233325,0.181603882,0.03297997
NSW,1/1/2010,0.364241593,1.031999946,-0.281499982,0.208677093,0.043546129
NSW,2/1/2010,0.419925707,0.988499999,-0.220049992,0.210188885,0.044179367
NSW,3/1/2010,0.451852377,1.057600021,-0.256899983,0.193561694,0.037466129
NSW,4/1/2010,0.444067434,1.044999957,-0.262400001,0.196486552,0.038606965
NSW,5/1/2010,0.443009885,1.060299993,-0.256999999,0.192665145,0.037119858
NSW,6/1/2010,0.468602732,1.041499972,-0.316199988,0.186927585,0.034941922
NSW,7/1/2010,0.496835022,1.092199922,-0.239599988,0.190673847,0.036356516
NSW,8/1/2010,0.523177276,0.96419996,-0.300599992,0.193403949,0.037405088
NSW,9/1/2010,0.526983532,1.003000021,-0.233249992,0.192905295,0.037212453
NSW,10/1/2010,0.487569799,0.942749977,-0.250750005,0.194841405,0.037963173
NSW,11/1/2010,0.451908095,1.054099917,-0.272300005,0.186892311,0.034928736
NSW,12/1/2010,0.462591429,0.965999961,-0.244799986,0.18019549,0.032470415
NSW,1/1/2011,0.447797872,1.004699945,-0.268399984,0.182956198,0.03347297
NSW,2/1/2011,0.473266736,1.104200006,-0.298199981,0.174529528,0.030460556
NSW,3/1/2011,0.48695363,1.054299951,-0.297299981,0.182069704,0.033149377
NSW,4/1/2011,0.483529651,1.05129993,-0.317900002,0.18528406,0.034330183
NSW,5/1/2011,0.468125291,1.098099947,-0.303799987,0.185601874,0.034448056
NSW,6/1/2011,0.46143888,1.102399945,-0.302100003,0.182825759,0.033425258
NSW,7/1/2011,0.459491124,1.101099968,-0.285299987,0.182751726,0.033398193
NSW,8/1/2011,0.469058002,0.976699948,-0.223549992,0.186620818,0.03482733
NSW,9/1/2011,0.45360203,1.09070003,-0.337099999,0.191915695,0.036831634
NSW,10/1/2011,0.420563327,1.004199982,-0.271099985,0.191583795,0.03670435
NSW,11/1/2011,0.404595163,1.025099993,-0.287599981,0.196639854,0.038667232
NSW,12/1/2011,0.42570449,0.986899972,-0.207366675,0.187055298,0.034989685
NSW,1/1/2012,0.392460991,1.102800012,-0.320600003,0.179355684,0.032168462
NSW,2/1/2012,0.446051479,0.966600001,-0.217950001,0.199586793,0.039834888
NSW,3/1/2012,0.499478857,0.98939997,-0.225449994,0.184381405,0.033996502
NSW,4/1/2012,0.487111597,1.032599926,-0.232049987,0.185657499,0.034468707
NSW,5/1/2012,0.468868395,1.050099969,-0.226149991,0.18590173,0.034559453
NSW,6/1/2012,0.470095199,1.067899942,-0.260399997,0.184400011,0.034003364
NSW,7/1/2012,0.477545473,0.984200001,-0.257499993,0.182219235,0.033203849
NSW,8/1/2012,0.461503757,0.964899957,-0.272799999,0.180230874,0.032483168
NSW,9/1/2012,0.437116166,0.976399958,-0.246849999,0.180564523,0.032603547
NSW,10/1/2012,0.385839444,0.934699953,-0.237949997,0.175238665,0.03070859
NSW,11/1/2012,0.351425837,1.045499921,-0.2491,0.177446977,0.03148743
NSW,12/1/2012,0.348178997,0.956499994,-0.242499992,0.183805965,0.033784633
NSW,1/1/2013,0.348071246,0.996799946,-0.199999988,0.191555564,0.036693534
NSW,2/1/2013,0.365721911,0.972899973,-0.199999988,0.196581463,0.038644272
NSW,3/1/2013,0.419477102,0.976699948,-0.199999988,0.216164947,0.046727284
NSW,4/1/2013,0.405171596,0.989099979,-0.199999988,0.211653819,0.044797339
NSW,5/1/2013,0.410032525,0.989899993,-0.199999988,0.203885516,0.041569304
NSW,6/1/2013,0.460621154,0.98269999,-0.199999988,0.191519678,0.036679787
NSW,7/1/2013,0.512430365,0.975899994,-0.199999988,0.194382406,0.03778452
NSW,8/1/2013,0.492802998,0.968199968,-0.199999988,0.205259444,0.042131439
NSW,9/1/2013,0.434629044,0.985099971,-0.199999988,0.204768039,0.04192995
NSW,10/1/2013,0.359725486,0.942299962,-0.199999988,0.182475421,0.033297279
NSW,11/1/2013,0.328432366,0.996799946,-0.199999988,0.180084893,0.032430569
NSW,12/1/2013,0.334117032,0.975299954,-0.199999988,0.188980128,0.035713489
NSW,1/1/2014,0.320179051,0.995499969,-0.199999988,0.178057195,0.031704365
NSW,2/1/2014,0.333172583,0.976099968,-0.199999988,0.179729014,0.032302518
NSW,3/1/2014,0.412400152,0.978199959,-0.199999988,0.202382814,0.040958803
NSW,4/1/2014,0.487625803,0.991400003,-0.199999988,0.21059621,0.044350764
NSW,5/1/2014,0.495688543,0.979499996,-0.199999988,0.201445676,0.04058036
NSW,6/1/2014,0.513229364,0.987800002,-0.199999988,0.201366346,0.040548405
NSW,7/1/2014,0.484491735,0.98179996,-0.199999988,0.206719418,0.042732918
NSW,8/1/2014,0.468967436,0.986799955,-0.199999988,0.206100296,0.042477332
NSW,9/1/2014,0.433915404,0.966600001,-0.199999988,0.202600082,0.041046793
NSW,10/1/2014,0.357798013,0.97179997,-0.199999988,0.189577184,0.035939509
NSW,11/1/2014,0.324827202,0.996899962,-0.199999988,0.181711267,0.033018984
NSW,12/1/2014,0.360015313,0.981299996,-0.199999988,0.201517277,0.040609213
NSW,1/1/2015,0.398910486,0.998999953,-0.199999988,0.211744677,0.044835808
NSW,2/1/2015,0.386077799,0.97359997,-0.199999988,0.212877929,0.045317012
NSW,3/1/2015,0.369387747,0.98029995,-0.199999988,0.208778053,0.043588276
NSW,4/1/2015,0.402294041,0.987499952,-0.199999988,0.211968856,0.044930796
NSW,5/1/2015,0.444386215,0.991999984,-0.199999988,0.20995359,0.04408051
NSW,6/1/2015,0.487744341,0.995700002,-0.199999988,0.196570389,0.038639918
NSW,7/1/2015,0.520228864,0.993900001,-0.199999988,0.196024979,0.038425792
NSW,8/1/2015,0.525018835,0.977499962,-0.199999988,0.206603083,0.042684834
NSW,9/1/2015,0.465349822,0.980699956,-0.199999988,0.211403528,0.044691452
NSW,10/1/2015,0.392739102,0.973999977,-0.199999988,0.201556561,0.040625047
NSW,11/1/2015,0.370744919,0.994399965,-0.199999988,0.201007603,0.040404056
NSW,12/1/2015,0.360202255,0.995099962,-0.206199989,0.198620465,0.039450089
NSW,1/1/2016,0.373279527,1.076799989,-0.272199988,0.215851789,0.046591995
NSW,2/1/2016,0.375248794,1.021199942,-0.249799997,0.20333384,0.041344651
NSW,3/1/2016,0.360778274,1.041299939,-0.27759999,0.204285389,0.04173252
NSW,4/1/2016,0.366625917,1.063499928,-0.2333,0.205660882,0.042296398
NSW,5/1/2016,0.44519977,1.030200005,-0.287299991,0.189624129,0.03595731
NSW,6/1/2016,0.522837889,0.988499999,-0.299999982,0.192909512,0.03721408
NSW,7/1/2016,0.572152972,0.975349963,-0.299999982,0.193900716,0.037597488
NSW,8/1/2016,0.581668246,0.979099989,-0.199999988,0.193344119,0.037381948
NSW,9/1/2016,0.563442713,0.979799986,-0.199999988,0.194179323,0.037705609
NSW,10/1/2016,0.484455339,0.980599999,-0.199999988,0.191327056,0.036606042
NSW,11/1/2016,0.403118408,0.995999992,-0.199999988,0.184436451,0.034016804
NSW,12/1/2016,0.379145951,0.936733305,-0.199999988,0.180115193,0.032441483
NSW,1/1/2017,0.387131369,0.998299956,-0.199999988,0.190050967,0.03611937
NSW,2/1/2017,0.377896575,0.958700001,-0.199999988,0.193293779,0.037362485
NSW,3/1/2017,0.412662336,0.987599969,-0.199999988,0.206331635,0.042572744
NSW,4/1/2017,0.456487737,0.987999976,-0.199999988,0.219795094,0.048309883
NSW,5/1/2017,0.485783179,0.997699976,-0.199999988,0.212069159,0.044973328
NSW,6/1/2017,0.486896357,0.996199965,-0.199999988,0.207031077,0.042861867
NSW,7/1/2017,0.470713753,0.981599987,-0.199999988,0.205894981,0.042392743
NSW,8/1/2017,0.445012965,0.988399982,-0.199999988,0.206217261,0.042525559
NSW,9/1/2017,0.412278336,0.981399953,-0.199999988,0.195636336,0.038273576
NSW,10/1/2017,0.389205,0.971199989,-0.199999988,0.197412006,0.0389715
NSW,11/1/2017,0.361397932,0.99059999,-0.199999988,0.191448981,0.036652712
NSW,12/1/2017,0.377094588,0.98969996,-0.199999988,0.19467055,0.037896623
NSW,1/1/2018,0.365902957,0.995799959,-0.199999988,0.195630296,0.038271213
NSW,2/1/2018,0.360724495,0.984599948,-0.199999988,0.197956331,0.039186709
NSW,3/1/2018,0.375255939,0.974599957,-0.199999988,0.207958143,0.043246589
NSW,4/1/2018,0.377366173,0.974999964,-0.199999988,0.210328148,0.04423793
NSW,5/1/2018,0.379137624,0.981399953,-0.199999988,0.208621069,0.043522751
NSW,6/1/2018,0.400967249,0.989199996,-0.199999988,0.210367814,0.044254617
NSW,7/1/2018,0.39284065,0.979499996,-0.199999988,0.206466968,0.042628609
NSW,8/1/2018,0.379641566,0.993399978,-0.199999988,0.206470601,0.042630109
NSW,9/1/2018,0.363466077,0.979499996,-0.199999988,0.200476529,0.040190839
NSW,10/1/2018,0.355398248,0.992899954,-0.199999988,0.198053177,0.039225061
NSW,11/1/2018,0.347293352,0.994799972,-0.199999988,0.201826475,0.040733926
NSW,12/1/2018,0.334104299,0.98969996,-0.199999988,0.197359748,0.03895087
NSW,1/1/2019,0.328516835,0.990799963,-0.199999988,0.20317719,0.041280971
NSW,2/1/2019,0.321631832,0.998099983,-0.199999988,0.191444615,0.036651041
NSW,3/1/2019,0.341943143,0.990099967,-0.199999988,0.206687364,0.042719666
NSW,4/1/2019,0.384006218,0.984099984,-0.199999988,0.217006339,0.047091751
NSW,5/1/2019,0.428099539,0.987899959,-0.199999988,0.211237507,0.044621284
NSW,6/1/2019,0.44540058,0.995399952,-0.199999988,0.213974001,0.045784873
NSW,7/1/2019,0.44513595,0.992999971,-0.199999988,0.219535802,0.048195968
NSW,8/1/2019,0.41238604,0.992799997,-0.199999988,0.216266013,0.046770989
NSW,9/1/2019,0.356929642,0.986399949,-0.199999988,0.195758742,0.038321485
NSW,10/1/2019,0.307580265,0.976999998,-0.199999988,0.170899132,0.029206513
NSW,11/1/2019,0.287437215,0.978899956,-0.199999988,0.157639002,0.024850055
NSW,12/1/2019,0.271920251,0.986399949,-0.199999988,0.143488285,0.020588888
NSW,1/1/2020,0.289264513,0.988799989,-0.199999988,0.161298276,0.026017134
NSW,2/1/2020,0.341908717,1.076300025,-0.3565,0.197475765,0.038996678
NSW,3/1/2020,0.420350815,1.093799949,-0.383399993,0.222418961,0.049470194
NSW,4/1/2020,0.473149622,0.987399995,-0.199999988,0.219312319,0.048097893
NSW,5/1/2020,0.495219126,1.034199953,-0.475599974,0.209962597,0.044084292
NSW,6/1/2020,0.521295434,0.991849959,-0.199999988,0.213039073,0.045385647
NSW,7/1/2020,0.535514576,0.984599948,-0.199999988,0.228148828,0.052051888
NSW,8/1/2020,0.538258852,0.967700005,-0.199999988,0.223635851,0.050012994
NSW,9/1/2020,0.504632419,0.979699969,-0.199999988,0.222170778,0.049359855
NSW,10/1/2020,0.446502491,0.989299953,-0.199599996,0.20641001,0.042605092
NT,1/1/2005,0.300478332,0.998599946,-0.199999988,0.152620601,0.023293048
NT,2/1/2005,0.308120258,0.994799972,-0.199999988,0.164542083,0.027074097
NT,3/1/2005,0.301442121,0.985300004,-0.199999988,0.159997075,0.025599064
NT,4/1/2005,0.285698365,0.992399991,-0.199999988,0.144754148,0.020953763
NT,5/1/2005,0.266351206,0.980499983,-0.199999988,0.124131766,0.015408695
NT,6/1/2005,0.258240477,0.994099975,-0.199999988,0.111426787,0.012415929
NT,7/1/2005,0.251138602,0.996399999,-0.199999988,0.09829559,0.009662023
NT,8/1/2005,0.238232136,0.992199957,-0.199999988,0.084666621,0.007168437
NT,9/1/2005,0.230683713,0.991699994,-0.199999988,0.078560546,0.006171759
NT,10/1/2005,0.243869604,0.985099971,-0.199999988,0.083054664,0.006898077
NT,11/1/2005,0.262154063,0.994199991,-0.199999988,0.11137661,0.012404749
NT,12/1/2005,0.28568239,0.964999974,-0.199999988,0.126036821,0.01588528
NT,1/1/2006,0.274214464,0.998399973,-0.199999988,0.122335244,0.014965912
NT,2/1/2006,0.351745652,0.970999956,-0.199999988,0.159494627,0.025438536
NT,3/1/2006,0.336141668,0.979299963,-0.199999988,0.138802788,0.019266214
NT,4/1/2006,0.357138607,0.997699976,-0.199999988,0.157805637,0.024902619
NT,5/1/2006,0.346621145,0.971199989,-0.199999988,0.144770048,0.020958367
NT,6/1/2006,0.320888319,0.983199954,-0.199999988,0.127690558,0.016304879
NT,7/1/2006,0.300528119,0.979900002,-0.199999988,0.11376221,0.01294184
NT,8/1/2006,0.273765122,0.976899981,-0.199999988,0.098251803,0.009653417
NT,9/1/2006,0.253437112,0.976399958,-0.199999988,0.08771142,0.007693293
NT,10/1/2006,0.246683521,0.995700002,-0.199999988,0.088436945,0.007821093
NT,11/1/2006,0.246842707,0.994199991,-0.199999988,0.094139092,0.008862169
NT,12/1/2006,0.254474751,0.987499952,-0.199999988,0.107620921,0.011582263
NT,1/1/2007,0.335296484,0.998299956,-0.199999988,0.148401984,0.022023149
NT,2/1/2007,0.342593418,0.992899954,-0.199999988,0.148658412,0.022099323
NT,3/1/2007,0.349489652,0.991699994,-0.199999988,0.15219493,0.023163297
NT,4/1/2007,0.340677323,0.995700002,-0.199999988,0.134717769,0.018148877
NT,5/1/2007,0.322588442,0.988899946,-0.199999988,0.122232213,0.014940714
NT,6/1/2007,0.306031492,0.997699976,-0.199999988,0.113803919,0.012951332
NT,7/1/2007,0.282780896,0.969299972,-0.199999988,0.098939227,0.009788971
NT,8/1/2007,0.26154999,0.996899962,-0.199999988,0.088854239,0.007895076
NT,9/1/2007,0.24210571,0.992199957,-0.199999988,0.080270789,0.0064434
NT,10/1/2007,0.237504239,0.980149984,-0.199999988,0.08873636,0.007874142
NT,11/1/2007,0.247939654,0.993900001,-0.199999988,0.106433119,0.011328009
NT,12/1/2007,0.279110114,0.992599964,-0.199999988,0.126430549,0.015984684
NT,1/1/2008,0.300449043,0.99939996,-0.199999988,0.161093815,0.025951217
NT,2/1/2008,0.312123549,0.993699968,-0.199999988,0.159583235,0.025466809
NT,3/1/2008,0.318495155,0.99909997,-0.199999988,0.170974811,0.029232386
NT,4/1/2008,0.292541918,0.98969996,-0.199999988,0.149530182,0.022359275
NT,5/1/2008,0.273522327,0.994899988,-0.199999988,0.130560188,0.017045963
NT,6/1/2008,0.268626573,0.988999963,-0.199999988,0.118560575,0.01405661
NT,7/1/2008,0.25378365,0.970099986,-0.199999988,0.10636606,0.011313739
NT,8/1/2008,0.236369353,0.977799952,-0.199999988,0.092402316,0.008538188
NT,9/1/2008,0.228306464,0.994699955,-0.199999988,0.087207328,0.007605118
NT,10/1/2008,0.223265026,0.965499997,-0.199999988,0.090565605,0.008202129
NT,11/1/2008,0.235483124,0.996199965,-0.199999988,0.099135829,0.009827913
NT,12/1/2008,0.292250174,0.97299999,-0.265899986,0.129531741,0.016778472
NT,1/1/2009,0.317461638,1.047799945,-0.290800005,0.150382846,0.022615
NT,2/1/2009,0.34673408,1.067000031,-0.259599984,0.158445081,0.025104844
NT,3/1/2009,0.332862542,1.100600004,-0.289499998,0.161156768,0.025971504
NT,4/1/2009,0.309264171,1.043900013,-0.261900008,0.14530833,0.021114511
NT,5/1/2009,0.293722152,1.075899959,-0.294999987,0.128334622,0.016469775
NT,6/1/2009,0.282235571,1.121799946,-0.330599993,0.117595087,0.013828604
NT,7/1/2009,0.26508302,1.032400012,-0.315099984,0.106790007,0.011404106
NT,8/1/2009,0.249383445,1.097000003,-0.306999981,0.096849201,0.009379768
NT,9/1/2009,0.23664578,1.048099995,-0.300799996,0.089275464,0.007970108
NT,10/1/2009,0.229360986,0.988999963,-0.282499999,0.088986763,0.007918644
NT,11/1/2009,0.228871306,1.112699986,-0.310299993,0.096493146,0.009310927
NT,12/1/2009,0.26126345,1.091899991,-0.244899988,0.115992652,0.013454295
NT,1/1/2010,0.31729386,1.075299978,-0.260399997,0.148332617,0.022002565
NT,2/1/2010,0.341052389,1.010900021,-0.315200001,0.159863435,0.025556318
NT,3/1/2010,0.362741531,1.13169992,-0.258300006,0.149856233,0.02245689
NT,4/1/2010,0.360420308,1.003600001,-0.302699983,0.130181359,0.016947186
NT,5/1/2010,0.353533052,0.993699968,-0.270599991,0.124785997,0.015571545
NT,6/1/2010,0.334755626,0.990999997,-0.251699984,0.114324792,0.013070158
NT,7/1/2010,0.314116636,1.101499915,-0.269999981,0.103263414,0.010663333
NT,8/1/2010,0.296418632,0.994099975,-0.300799996,0.092560642,0.008567473
NT,9/1/2010,0.29332167,0.977499962,-0.242499992,0.091066335,0.008293077
NT,10/1/2010,0.299980275,1.096599936,-0.263699979,0.105440985,0.011117801
NT,11/1/2010,0.306870566,1.182899952,-0.288699985,0.118401861,0.014019001
NT,12/1/2010,0.330065858,1.009799957,-0.252599984,0.118246081,0.013982136
